timestamp,open,high,low,close,volume
2024-01-01T00:00:00+00:00,100.17754163569698,100.80871471706443,99.79049127895091,100.52668616187228,105.33824164105826
2024-01-01T01:00:00+00:00,99.9880448662908,100.30063718159214,99.28449493990124,99.74195997847914,107.50146118365093
2024-01-01T02:00:00+00:00,100.74783773600065,101.22621634525795,100.23327055994238,100.90958314363752,108.55106990025995
2024-01-01T03:00:00+00:00,101.26964807828499,101.80089424153691,100.3910239711338,100.72134320711653,117.06497851318748
2024-01-01T04:00:00+00:00,101.09306804762231,101.56521168892998,100.45725984204137,100.71714782700182,104.1642814635814
2024-01-01T05:00:00+00:00,101.70912952170177,101.88963644034008,101.34317330638379,101.5513580049783,118.99819103312277
2024-01-01T06:00:00+00:00,100.7564156563514,101.09450332524294,100.15392172676417,100.68435471995612,106.46097911506769
2024-01-01T07:00:00+00:00,102.4352968816174,102.63510149798324,101.93933473613055,102.40016354006434,110.04459603695553
2024-01-01T08:00:00+00:00,102.53795277668753,102.93831578232539,102.2411352015241,102.53585873181203,99.7561308824217
2024-01-01T09:00:00+00:00,102.45020024330809,102.85125226471445,102.1305910093097,102.5685482411932,119.0262075087043
2024-01-01T10:00:00+00:00,102.61026539803312,103.29456750886264,102.21773548644735,102.86771659916722,105.23821927561721
2024-01-01T11:00:00+00:00,103.1992643094818,103.44993542278054,102.89883885746613,103.24847532342345,106.42322733985272
2024-01-01T12:00:00+00:00,103.34353921009895,104.11246406279969,103.02416596475862,103.62999619655864,107.6285119252631
2024-01-01T13:00:00+00:00,103.4115509437778,103.66338893048108,102.86081889952699,103.29746877428414,98.70988507208274
2024-01-01T14:00:00+00:00,104.42903116923335,104.6680068417806,104.02496269499075,104.27980890103414,104.29592976028142
2024-01-01T15:00:00+00:00,105.36558617530844,105.87763729637385,104.9489402032771,105.14045473975354,115.27380669420548
2024-01-01T16:00:00+00:00,105.35318344181981,105.94483003106014,105.0283269372983,105.69124719617149,111.15850199563218
2024-01-01T17:00:00+00:00,105.69516670710985,106.16941471977135,105.0664569886226,105.24427756572086,107.69403550593479
2024-01-01T18:00:00+00:00,106.15932298586263,106.47159598472517,105.76441151602351,106.26150163990745,119.88773518060718
2024-01-01T19:00:00+00:00,106.55528202575354,107.24629421371247,106.13712748786081,106.7765847120773,104.593326059075
2024-01-01T20:00:00+00:00,105.67914971996153,106.3885014394913,105.16714057709106,106.03140763779193,93.51402879625554
2024-01-01T21:00:00+00:00,107.52417207735114,107.78298357729514,106.57723397449035,107.08702009430692,93.01822560648289
2024-01-01T22:00:00+00:00,108.02970402412642,108.50507814459021,107.3355219194111,107.72214650416308,117.3004804409712
2024-01-01T23:00:00+00:00,107.06135695721008,107.63187495195042,106.68765331662581,107.1418917708368,108.19015253262657
2024-01-02T00:00:00+00:00,107.6412573263383,107.91336146927176,107.0868419605659,107.755658789551,91.09176112834457
2024-01-02T01:00:00+00:00,109.57345205013304,109.94388702157465,109.08993658663549,109.48713618769328,96.3172952965994
2024-01-02T02:00:00+00:00,108.5710759408132,109.58348323814967,108.2060531925565,109.12925484480276,93.0450065812251
2024-01-02T03:00:00+00:00,109.33761776343609,109.63158955020357,108.88541645442575,109.16135199033893,95.40953704589063
2024-01-02T04:00:00+00:00,109.3947506841999,109.98650480147225,108.86814964843956,109.3963697308808,95.98067371401189
2024-01-02T05:00:00+00:00,109.73127121859335,110.19925727567855,109.25682535372731,109.41651525407882,95.08273818292403
2024-01-02T06:00:00+00:00,109.06179271497942,110.1283053504273,108.65822345598819,109.63800913003567,115.36273781104849
2024-01-02T07:00:00+00:00,110.39986544341612,110.66117198185302,109.95274132000816,110.24099461916867,95.24458453354323
2024-01-02T08:00:00+00:00,110.31306493437425,110.55492333569134,109.96768140367419,110.2675282751002,99.3433800300062
2024-01-02T09:00:00+00:00,110.81437136855762,111.16361984055386,109.96343250355258,110.44167581740467,90.37308956487944
2024-01-02T10:00:00+00:00,110.89808481114244,111.55185529108542,110.52508764077756,111.12397230904021,97.20391223479062
2024-01-02T11:00:00+00:00,111.6379692556872,112.0333498322965,111.19628451889237,111.70559177625218,118.40717506973674
2024-01-02T12:00:00+00:00,110.90293199484786,111.49112289242042,110.6497297903059,111.16236459614915,102.43253964831742
2024-01-02T13:00:00+00:00,111.67461272476838,112.06782118240749,111.24024622251297,111.68582630956963,97.18247880557875
2024-01-02T14:00:00+00:00,111.40347847884911,112.03071105157277,111.14486845467525,111.5888335375149,102.43219190050932
2024-01-02T15:00:00+00:00,111.6809088694854,111.90260251668828,111.03440015301172,111.45681052468274,91.40339057870395
2024-01-02T16:00:00+00:00,111.84117739306367,112.25829292198276,111.32354269154531,111.775977803276,104.61796803207096
2024-01-02T17:00:00+00:00,111.36995384982953,111.96493611998181,111.09782712460216,111.52785472707883,99.36174739250619
2024-01-02T18:00:00+00:00,111.5939127978494,112.07329078265344,111.2793088460561,111.49995741043963,95.64003882152484
2024-01-02T19:00:00+00:00,112.82041866651662,113.31090643695784,112.38989640050595,112.82170799675693,119.60464440615385
2024-01-02T20:00:00+00:00,112.00631507318623,112.32831903642972,111.37502558163986,111.7884298417487,111.51972429933112
2024-01-02T21:00:00+00:00,113.03794079271782,113.34329284682899,112.68908951156091,113.03105241634022,93.56711684354238
2024-01-02T22:00:00+00:00,111.38631328166208,112.09442768772442,110.76407372923968,111.79632956819812,93.00542067191127
2024-01-02T23:00:00+00:00,112.29738855068587,112.91690734314285,111.90818438014702,112.49700159890298,103.58934554453742
2024-01-03T00:00:00+00:00,111.943025520268,112.85363793037266,111.50283210077959,112.42251686763068,109.52349714449213
2024-01-03T01:00:00+00:00,112.11237458134642,112.45893628375521,111.32787373561989,111.69693044159976,91.21989821025782
2024-01-03T02:00:00+00:00,111.59274147953762,112.45569762649298,111.32062463056789,111.88278803890205,117.29553532215307
2024-01-03T03:00:00+00:00,112.77451611367076,113.08056814683586,112.45524740104199,112.66605766678815,111.37072957548725
2024-01-03T04:00:00+00:00,112.20480951457348,112.67350055120274,111.76554706535909,112.40994672058297,96.23532311072475
2024-01-03T05:00:00+00:00,111.78941745959763,112.20928281736191,111.36621519722716,111.80681394360172,113.68869476777348
2024-01-03T06:00:00+00:00,111.46387828534829,112.01554112461355,111.13380763672465,111.68662045114932,94.91581637026728
2024-01-03T07:00:00+00:00,111.96533515673818,112.23923176200474,111.53791329474431,111.98877450563076,98.8022100437201
2024-01-03T08:00:00+00:00,111.29253542044857,111.70258545154836,110.89832041251938,111.26710706268562,105.69150695100295
2024-01-03T09:00:00+00:00,111.9367784879908,112.23775960435499,111.38622483340889,111.82738678986016,92.98201014716103
2024-01-03T10:00:00+00:00,111.58934915218961,112.24096950282687,111.46946367774724,111.74320797619531,100.30954780973303
2024-01-03T11:00:00+00:00,110.70343001518616,110.97752112660454,110.26486899839574,110.65262861057306,112.04252973655846
2024-01-03T12:00:00+00:00,111.53985013500257,112.16777176369378,111.25922061470133,111.88564002266412,119.23681564439082
2024-01-03T13:00:00+00:00,110.92933525195481,111.49348168695919,110.4948879306156,111.00001006745005,91.83468469637899
2024-01-03T14:00:00+00:00,111.43233388058351,111.67400584745178,111.08299628843739,111.4199996691315,104.65856413281458
2024-01-03T15:00:00+00:00,110.24436334499865,110.70120117086006,109.84979748953211,110.4360639665909,119.65377174297868
2024-01-03T16:00:00+00:00,111.28684037013217,111.55127194827094,110.46523070094746,110.85469717453286,91.91573846831486
2024-01-03T17:00:00+00:00,110.9750195430668,111.70899432491527,110.68776061346446,111.2691110962685,110.30762900449811
2024-01-03T18:00:00+00:00,111.30205836188384,111.65984547505764,110.75263963956927,111.13091734268046,118.4388405376896
2024-01-03T19:00:00+00:00,111.00954337900662,111.39083807103613,110.42982630315294,110.87211917283149,106.39173786945341
2024-01-03T20:00:00+00:00,112.1347228130695,112.54108105516349,111.18155027104488,111.52550354969651,102.17720649503846
2024-01-03T21:00:00+00:00,110.03961520331818,110.63016354264882,109.68317519073027,110.50320629476818,99.67380944643918
2024-01-03T22:00:00+00:00,110.42679442568456,110.74445698975298,110.13279786107238,110.42391657334335,108.29311831250341
2024-01-03T23:00:00+00:00,111.24908140211515,111.80732180208499,110.72536413829954,111.02546200592157,114.54355142753383
2024-01-04T00:00:00+00:00,111.28689917365276,111.6293295394962,110.73063416134939,111.25558463146862,115.26999981232102
2024-01-04T01:00:00+00:00,110.38471430614563,110.94580995811569,110.06941610983043,110.5828079087753,92.53929410499211
2024-01-04T02:00:00+00:00,111.28085761763138,111.68736616886653,110.9024066918354,111.33287659540771,90.45855419909181
2024-01-04T03:00:00+00:00,111.4109131369349,111.9772019615198,111.01285078097392,111.5969921766623,109.6825098531101
2024-01-04T04:00:00+00:00,111.9670804847877,112.47125983394646,111.6858729900472,112.02519779420193,107.21617432474648
2024-01-04T05:00:00+00:00,111.02208779346797,111.79448069488005,110.97700024764372,111.42943623684363,112.40896167450398
2024-01-04T06:00:00+00:00,112.07782419704473,112.39082064300155,111.75764390817447,112.17260619755554,114.77089851481061
