timestamp,open,high,low,close,volume
2024-01-01 00:00:00,100.00,101.50,99.50,100.50,1000
2024-01-01 00:01:00,100.50,102.00,100.00,101.00,1200
2024-01-01 00:02:00,101.00,101.80,100.20,100.80,1100
2024-01-01 00:03:00,100.80,102.50,100.50,102.00,1500
2024-01-01 00:04:00,102.00,103.00,101.50,102.50,1300
2024-01-01 00:05:00,102.50,103.20,101.80,102.20,1400
2024-01-01 00:06:00,102.20,102.80,101.00,101.50,900
2024-01-01 00:07:00,101.50,102.00,100.50,101.00,800
2024-01-01 00:08:00,101.00,101.50,100.00,100.50,700
2024-01-01 00:09:00,100.50,101.00,99.80,100.20,600
2024-01-01 00:10:00,100.20,100.75,99.41,100.15,1180
2024-01-01 00:11:00,100.17,100.80,99.31,100.14,1233
2024-01-01 00:12:00,100.19,100.90,99.54,100.13,1286
2024-01-01 00:13:00,100.19,100.98,99.47,100.16,1339
2024-01-01 00:14:00,100.24,101.11,99.45,100.24,1392
2024-01-01 00:15:00,100.33,100.88,99.47,100.23,1445
2024-01-01 00:16:00,100.34,100.97,99.69,100.36,1498
2024-01-01 00:17:00,100.48,101.19,99.76,100.53,1551
2024-01-01 00:18:00,100.67,101.46,99.88,100.59,654
2024-01-01 00:19:00,100.75,101.62,99.89,100.70,707
2024-01-01 00:20:00,100.57,101.12,99.92,100.51,760
2024-01-01 00:21:00,100.39,101.02,99.67,100.36,813
2024-01-01 00:22:00,100.26,100.97,99.47,100.26,866
2024-01-01 00:23:00,100.17,100.96,99.31,100.20,919
2024-01-01 00:24:00,100.15,101.02,99.50,100.15,972
2024-01-01 00:25:00,100.12,100.67,99.40,100.01,1025
2024-01-01 00:26:00,99.99,100.62,99.20,99.91,1078
2024-01-01 00:27:00,99.91,100.62,99.05,99.86,1131
2024-01-01 00:28:00,99.87,100.66,99.22,99.94,1184
2024-01-01 00:29:00,99.97,100.84,99.25,100.07,1237
2024-01-01 00:30:00,100.11,100.66,99.32,99.95,1290
2024-01-01 00:31:00,100.01,100.64,99.15,99.88,1343
2024-01-01 00:32:00,99.95,100.66,99.30,99.95,1396
2024-01-01 00:33:00,100.04,100.83,99.32,100.06,1449
2024-01-01 00:34:00,100.16,101.03,99.37,100.21,1502
2024-01-01 00:35:00,100.33,100.88,99.47,100.28,1555
2024-01-01 00:36:00,100.43,101.06,99.78,100.35,658
2024-01-01 00:37:00,100.52,101.23,99.80,100.47,711
2024-01-01 00:38:00,100.65,101.44,99.86,100.62,764
2024-01-01 00:39:00,100.82,101.69,99.96,100.82,817
2024-01-01 00:40:00,100.73,101.28,100.08,100.72,870
2024-01-01 00:41:00,100.64,101.27,99.92,100.66,923
2024-01-01 00:42:00,100.60,101.31,99.81,100.50,976
2024-01-01 00:43:00,100.45,101.24,99.59,100.38,1029
2024-01-01 00:44:00,100.35,101.22,99.70,100.40,1082
2024-01-01 00:45:00,100.39,100.94,99.67,100.33,1135
2024-01-01 00:46:00,100.33,100.96,99.54,100.30,1188
2024-01-01 00:47:00,100.31,101.02,99.45,100.31,1241
2024-01-01 00:48:00,100.36,101.15,99.71,100.33,1294
2024-01-01 00:49:00,100.39,101.26,99.67,100.39,1347
2024-01-01 00:50:00,100.47,101.02,99.68,100.36,1400
2024-01-01 00:51:00,100.45,101.08,99.59,100.37,1453
2024-01-01 00:52:00,100.48,101.19,99.83,100.53,1506
2024-01-01 00:53:00,100.66,101.45,99.94,100.73,1559
2024-01-01 00:54:00,100.87,101.74,100.08,100.82,662
2024-01-01 00:55:00,100.97,101.52,100.11,100.82,715
2024-01-01 00:56:00,100.99,101.62,100.34,100.96,768
2024-01-01 00:57:00,101.14,101.85,100.42,101.14,821
2024-01-01 00:58:00,101.34,102.13,100.55,101.36,874
2024-01-01 00:59:00,101.58,102.45,100.72,101.63,927
2024-01-01 01:00:00,101.58,102.13,100.93,101.47,980
2024-01-01 01:01:00,101.43,102.06,100.71,101.35,1033
2024-01-01 01:02:00,101.33,102.04,100.54,101.28,1086
2024-01-01 01:03:00,101.27,102.06,100.41,101.25,1139
2024-01-01 01:04:00,101.26,102.13,100.61,101.36,1192
2024-01-01 01:05:00,101.38,101.93,100.66,101.37,1245
2024-01-01 01:06:00,101.41,102.04,100.62,101.28,1298
2024-01-01 01:07:00,101.33,102.04,100.47,101.23,1351
2024-01-01 01:08:00,101.30,102.09,100.65,101.32,1404
2024-01-01 01:09:00,101.40,102.27,100.68,101.45,1457
2024-01-01 01:10:00,101.55,102.10,100.76,101.49,1510
2024-01-01 01:11:00,101.60,102.23,100.74,101.57,1563
2024-01-01 01:12:00,101.72,102.43,101.07,101.67,666
2024-01-01 01:13:00,101.84,102.63,101.12,101.81,719
2024-01-01 01:14:00,101.99,102.86,101.20,101.99,772
2024-01-01 01:15:00,102.19,102.74,101.33,102.09,825
2024-01-01 01:16:00,102.30,102.93,101.65,102.32,878
2024-01-01 01:17:00,102.55,103.26,101.83,102.60,931
2024-01-01 01:18:00,102.84,103.63,102.05,102.76,984
2024-01-01 01:19:00,103.02,103.89,102.16,102.97,1037
2024-01-01 01:20:00,102.94,103.49,102.29,102.88,1090
2024-01-01 01:21:00,102.86,103.49,102.14,102.83,1143
2024-01-01 01:22:00,102.83,103.54,102.04,102.83,1196
2024-01-01 01:23:00,102.84,103.63,101.98,102.87,1249
2024-01-01 01:24:00,102.92,103.79,102.27,102.92,1302
2024-01-01 01:25:00,102.98,103.53,102.26,102.87,1355
2024-01-01 01:26:00,102.95,103.58,102.16,102.87,1408
2024-01-01 01:27:00,102.97,103.68,102.11,102.92,1461
2024-01-01 01:28:00,103.03,103.82,102.38,103.10,1514
2024-01-01 01:29:00,103.22,104.09,102.50,103.32,1567
2024-01-01 01:30:00,103.46,104.01,102.67,103.30,670
2024-01-01 01:31:00,103.45,104.08,102.59,103.32,723
2024-01-01 01:32:00,103.49,104.20,102.84,103.48,776
2024-01-01 01:33:00,103.67,104.46,102.95,103.69,829
2024-01-01 01:34:00,103.89,104.76,103.10,103.94,882
2024-01-01 01:35:00,104.16,104.71,103.30,104.11,935
2024-01-01 01:36:00,104.36,104.99,103.71,104.28,988
2024-01-01 01:37:00,104.55,105.26,103.83,104.50,1041
2024-01-01 01:38:00,104.78,105.57,103.99,104.75,1094
2024-01-01 01:39:00,105.05,105.92,104.19,105.05,1147
