exit_ts,side,entry_price,exit_price,notional_frac,ret_price,pnl,reason,bars
2024-01-07 10:00:00,long,123.50446464590249,122.82475296692851,1.0,-0.005503539332952556,-0.005503539332952556,sl,2
2024-01-07 13:00:00,long,122.87386813356528,124.06601376817012,1.0,0.009702190162264257,0.009702190162264257,tp,3
2024-01-07 17:00:00,long,124.11562529022076,125.42157182253867,1.0,0.010522015493731773,0.010522015493731773,tp,4
2024-01-07 22:00:00,long,125.47172540519288,127.44430971949231,1.0,0.01572134525072677,0.01572134525072677,tp,5
2024-01-08 02:00:00,long,127.49527215464957,128.65190973010257,1.0,0.009072003658692651,0.009072003658692651,tp,4
2024-01-08 04:00:00,long,128.70335506039552,129.78098099117338,1.0,0.008372943582334536,0.008372943582334536,tp,2
2024-01-08 07:00:00,long,129.83287781452285,130.81864189422205,1.0,0.007592561270246545,0.007592561270246545,tp,3
2024-01-08 09:00:00,long,130.87095365745077,131.97749315412028,1.0,0.00845519548643181,0.00845519548643181,tp,2
2024-01-08 14:00:00,long,132.0302683188325,133.09727216832624,1.0,0.008081509362058537,0.008081509362058537,tp,5
2024-01-08 18:00:00,long,133.150495110311,134.27154430778728,1.0,0.008419414411846793,0.008419414411846793,tp,4
2024-01-09 04:00:00,long,134.3252368177574,135.23572518153256,1.0,0.00677823754750162,0.00677823754750162,tp,10
2024-01-09 05:00:00,long,135.28980324818517,134.0274548309362,1.0,-0.00933069889186866,-0.00933069889186866,sl,1
2024-01-09 06:00:00,long,134.0810497343975,135.0166194073135,1.0,0.006977642812084683,0.006977642812084683,tp,1
2024-01-09 09:00:00,long,135.07060985794124,134.34271988474717,1.0,-0.005388958959758994,-0.005388958959758994,sl,3
2024-01-09 15:00:00,long,134.39644085640958,133.57204182429004,1.0,-0.006134083811046298,-0.006134083811046298,sl,6
2024-01-09 20:00:00,long,133.62545461718187,133.95706801308222,1.0,0.0024816633690816214,0.0024816633690816214,flip,5
2024-01-10 15:00:00,long,135.12728585726794,134.4122095347967,1.0,-0.005291872162862532,-0.005291872162862532,sl,1
2024-01-10 17:00:00,long,134.46595829398282,136.47019136563117,1.0,0.014905133589770747,0.014905133589770747,tp,2
2024-01-10 18:00:00,long,136.5247630706659,135.97064555455572,1.0,-0.004058732669789511,-0.004058732669789511,sl,1
2024-01-10 22:00:00,long,136.02501750119356,137.4695571663444,1.0,0.010619661674648784,0.010619661674648784,tp,4
2024-01-10 23:00:00,long,137.52452849781147,137.41541834989337,1.0,-0.0007933868169548441,-0.0007933868169548441,eod,2
